job_id,job_title,job_domain,company_name,required_skills,min_experience,min_education
J-1321,IT Support,IT Support & Infrastructure,Dwimitra Group,"['Switching', 'Troubleshooting']",> 5 Tahun,SMA/SMK
J-1322,IT HARDWARE & JARINGAN,Software Development,Retail Supermarket,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-1323,Freelance Teknisi EDC Area Sarolangun,Software Development,PT. Qualita Indonesia,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",Belum ada pengalaman,SMA/SMK
J-1324,Data Analyst,Data Analytics,PT Dachin Etech Global,"['Data Analysis', 'Excel', 'Generative AI']",< 1 Tahun,S1/D4
J-1325,Network Operation Center,Software Development,PT Eka Mas Republik,"['Networking', 'CCNA']",1 - 3 Tahun,SMA/SMK
J-1326,IT Support (Hardware & Server Maintenance),IT Support & Infrastructure,PT Mitrajaya Bahari,"['Linux', 'Networking', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1327,IT Helpdesk,IT Support & Infrastructure,PT Haryaka Data Indonesia,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-1328,Technical Support,IT Support & Infrastructure,PT Farovon Maju Bersama,['Routing'],< 1 Tahun,SMA/SMK
J-1329,Network Engineer On Site (Surabaya),IT Support & Infrastructure,PT Provis Garuda Services,['Troubleshooting'],< 1 Tahun,S1/D4
J-1330,Lowongan Kerja L1 IT Support Infra & Apps,IT Support & Infrastructure,PT Lintas Media Danawa,"['Python', 'SQL', 'PHP', 'Laravel', 'Linux', 'Docker', 'MySQL', 'PostgreSQL', 'API', 'REST API', 'Postman', 'Troubleshooting']",> 5 Tahun,S1/D4
J-1331,Staff Infrastructure Network Internet - Bali,Software Development,PT Varnion Technology Semesta,['Troubleshooting'],< 1 Tahun,S1/D4
J-1332,IT Support (INFRASTRUCTURE & USER SUPPORT),IT Support & Infrastructure,PT. LOTTE INNOVATE INDONESIA,"['Excel', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1333,IT Operational,Software Development,PT Nusantara Jaya Raya Mujur,"['SQL', 'PostgreSQL']",1 - 3 Tahun,S1/D4
J-1334,Staff Support,Software Development,Netzme Kreasi Indonesia,['QA'],1 - 3 Tahun,S1/D4
J-1335,Junior IT Infrastructure,Software Development,PT Tiga Daya Digital Indonesia,['Troubleshooting'],< 1 Tahun,S1/D4
J-1336,Network Engineer On Site (Merauke),IT Support & Infrastructure,PT Provis Garuda Services,['Troubleshooting'],< 1 Tahun,S1/D4
J-1337,Network Engineer,IT Support & Infrastructure,PT. Berca Hardayaperkasa,"['Linux', 'Networking', 'MySQL', 'PostgreSQL', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1338,IT Service desk di Jakarta Utara,Software Development,Staffinc,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1339,IT Support,IT Support & Infrastructure,PT.Diwan Gadingmas,"['SQL', 'Cisco', 'CCNA']",Belum ada pengalaman,S1/D4
J-1340,"IT Officer | AYANA Midplaza, JAKARTA",Software Development,Ayana Hospitality,"['Linux', 'Networking', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1341,IT Support Engineer (End Point Monitoring),IT Support & Infrastructure,PT ABISHAR TECHNOLOGIES INDONESIA,"['Networking', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1342,Network Engineer On Site (Surabaya),IT Support & Infrastructure,PT Provis Garuda Services,"['Networking', 'Routing', 'Switching', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1343,IT Research & Development,Software Development,PT. Salam Pacific Indonesia Lines,"['Python', 'JavaScript']",< 1 Tahun,S2/S3
J-1344,TSJ IT Staff,Software Development,Samudera Indonesia,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1345,Financial System Transformation & User Development Officer,Software Development,PT. Tiki Jalur Nugraha Ekakurir ( JNE),"['Oracle', 'Excel']",1 - 3 Tahun,S1/D4
J-1346,Dealer Management Support,Software Development,PT Intrias Mandiri Sejati,"['Data Analysis', 'Excel']",1 - 3 Tahun,S1/D4
J-1347,Data Analytics Solution,Software Development,PT Accelist Lentera Indonesia,"['SQL', 'Azure', 'Data Engineering', 'Excel']",1 - 3 Tahun,S1/D4
J-1348,IT Support & Maintenance,IT Support & Infrastructure,PT ABISHAR TECHNOLOGIES INDONESIA,"['SQL', 'AWS', 'Azure', 'GCP', 'Power BI', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1349,Interlink Integration Officer,Software Development,PT Bank Nationalnobu Tbk,['Troubleshooting'],1 - 3 Tahun,Bootcamp/Sertifikasi
J-1350,Data Warehouse,Software Development,Talent Search Recruitment Consultant,"['Data Analysis', 'Python', 'SQL']",1 - 3 Tahun,S1/D4
J-1351,IT Computing,Software Development,"PT Allo Bank Indonesia, Tbk","['Linux', 'Docker', 'Kubernetes', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-1352,IT Programmer Staff,Software Development,PT Victoria Care Indonesia TBK,"['PHP', 'Flutter', 'Laravel', 'API']",1 - 3 Tahun,S1/D4
J-1353,Campaign Data Analyst,Data Analytics,PT Rajawali Berdikari Indonesia,['SQL'],1 - 3 Tahun,S1/D4
J-1354,Data Analyst Specialist,Data Analytics,PT Tiga Berlian Mandiri,"['SQL', 'Data Analysis', 'Tableau', 'Power BI', 'Excel']",1 - 3 Tahun,S1/D4
J-1355,Master Control Room Officer,Software Development,Berita Satu,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-1356,IT BPA,Software Development,PT ELISTEC INFORMATIKA UTAMA,"['SQL', 'Figma', 'API', 'Power BI']",1 - 3 Tahun,S1/D4
J-1357,Network Engineer,IT Support & Infrastructure,PT Multipolar Technology Tbk,"['Cisco', 'Routing', 'Switching', 'CCNA', 'Troubleshooting']",Belum ada pengalaman,S1/D4
J-1358,PRINTER PRODUCT OWNER L4,Product Management,PT Jasuindo Tiga Perkasa Tbk,['Go'],3 - 5 Tahun,S1/D4
J-1359,IT Technical Support VTL,IT Support & Infrastructure,PT Sinergi Daya Mitra,"['Linux', 'Switching', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1360,Network Security Engineer,Software Development,PT. LOTTE INNOVATE INDONESIA,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure', 'Cyber Security', 'Security Compliance']",1 - 3 Tahun,S1/D4
J-1361,IT Support Freelance Jawa Barat,IT Support & Infrastructure,PT. Berca Hardayaperkasa,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-1362,Data Analyst,Data Analytics,PT Habbie Bangun Aromatik,"['Python', 'R', 'Excel']",< 1 Tahun,S1/D4
J-1363,Network Engineer On Site (Jayapura),IT Support & Infrastructure,PT Provis Garuda Services,['Troubleshooting'],< 1 Tahun,S1/D4
J-1364,Teknisi IT,Software Development,PT. Suka Berkarya Indonesia,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1365,Network Engineer On Site (Sulawesi Selatan),IT Support & Infrastructure,PT Provis Garuda Services,"['Networking', 'Routing', 'Switching', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1366,Tier 2 SOC Analyst,Cyber Security,PT Neotech Cakrawala Indonesia,"['Python', 'Troubleshooting']",1 - 3 Tahun,Bootcamp/Sertifikasi
J-1367,Position,Software Development,"PT Summarecon Agung, Tbk","['SQL', 'JavaScript', 'CSS', 'PHP', 'Flutter', 'Laravel', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-1368,Application Support Engineer,Software Development,PT Vads Indonesia,"['PHP', 'React', 'Node.js', 'Express', 'Laravel', 'Git', 'MySQL', 'API', 'REST API', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-1369,Data Center Technician - Indonesia - Pekanbaru - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1370,IT Data Process Management AI,Software Development,PT SICEPAT EKSPRES INDONESIA,"['Python', 'SQL', 'CI/CD', 'Machine Learning', 'Data Engineering', 'TensorFlow', 'PyTorch', 'LLM']",1 - 3 Tahun,S1/D4
J-1371,IT Data Analyst,Data Analytics,PT 360 TEKNOLOGI INDONESIA,['Power BI'],1 - 3 Tahun,S1/D4
J-1372,Technical Support Telekomunikasi - Penempatan Timika,IT Support & Infrastructure,PT Shangkuriang Telekomunikasi Indonesia,['Troubleshooting'],Belum ada pengalaman,S1/D4
J-1373,IT Operation & Technical Support,IT Support & Infrastructure,PT. Surya Mulia Anugerah,"['Networking', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1374,System Analist,Software Development,PT BUSANID TECHNO ASIA,"['Business Analysis', 'Requirements Gathering', 'SQL']",1 - 3 Tahun,S1/D4
J-1375,IT Operation Specialist (Karawang),Software Development,PT Borwita Citra Prima,['Linux'],1 - 3 Tahun,S1/D4
J-1376,Database Engineer,Software Development,"PT Jababeka, Tbk",['SQL'],1 - 3 Tahun,S1/D4
J-1377,Project Coordinator,Software Development,PT Tripola Panata,['Excel'],1 - 3 Tahun,S1/D4
J-1378,Application Support,Software Development,PT WINDU PERSADA CARGO GROUP,['SQL'],1 - 3 Tahun,S1/D4
J-1379,Network Engnineer,Software Development,PT Inti Prima Solusindo,['Networking'],< 1 Tahun,S1/D4
J-1380,Sysadmin,IT Support & Infrastructure,Internet Service Provider,['Linux'],< 1 Tahun,S1/D4
J-1381,IT Programmer / System Development Staff,Software Development,PT Seiv Indonesia,"['UI/UX', 'Networking', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1382,Technical Support Outsource,IT Support & Infrastructure,PT Provis Garuda Services,['Excel'],< 1 Tahun,S1/D4
J-1383,Network Engineer On Site (Tanjung Pinang),IT Support & Infrastructure,PT Provis Garuda Services,"['Networking', 'Routing', 'Switching', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1384,Data Center Technician - Indonesia - Palembang - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1385,Network Engineer,IT Support & Infrastructure,PT. Berca Hardayaperkasa,"['Python', 'Cisco', 'CCNA', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1386,Lowongan Kerja System Administrator - WFO Malang,IT Support & Infrastructure,PT Beon Intermedia,"['Linux', 'Docker', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1387,Information Technology Staff (IT STAFF),Software Development,Perusahaan Dirahasiakan,"['JavaScript', 'PHP', 'MySQL', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-1388,Data Center Technician - Indonesia - Kota Bandar Lampung - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1389,ERP (DEVELOPMENT),ERP & Enterprise,PT Pungkook Indonesia One (Grobogan),"['Java', 'Angular', '.NET', 'Oracle', 'API']",3 - 5 Tahun,S1/D4
J-1390,IT Functional Analyst,Software Development,PT Platinumetrix Global Inovasi,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1391,IT Development,Software Development,PT Maha Jaya Plastindo Indonesia,"['Python', 'Java', 'JavaScript', 'HTML', 'CSS', 'PHP', 'Node.js']",< 1 Tahun,S1/D4
J-1392,Data Analyst,Data Analytics,ASSA Rent (Jakarta),['Excel'],Belum ada pengalaman,S1/D4
J-1393,Operational Data Analyst,Data Analytics,PT Adibayu Gajah Semakmur,"['Excel', 'QA']",< 1 Tahun,S1/D4
J-1394,CCTV Monitoring,Software Development,PT Transcon Indonesia,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-1395,Staff Network Engineer - Bali,IT Support & Infrastructure,PT Varnion Technology Semesta,"['Routing', 'Switching', 'CCNA']",< 1 Tahun,S1/D4
J-1396,IT Assistant Manager,Software Development,Sumi Hotel,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S2/S3
J-1397,IT Campaign Operation,Software Development,PT. Entrepreneur Trust Digital,['Excel'],1 - 3 Tahun,S1/D4
J-1398,L2 Tech Support,Software Development,PT Rajawali Berdikari Indonesia,"['SQL', 'JavaScript', 'PHP', 'Laravel']",1 - 3 Tahun,S2/S3
J-1399,Product Support Manager - Ground Support,Software Development,PT Sandvik Indonesia,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",> 5 Tahun,S2/S3
J-1400,Technical Writer (Data Warehouse),Software Development,PT. Berca Hardayaperkasa,['SQL'],< 1 Tahun,S1/D4
J-1401,KEPALA DIVISI IT,Software Development,PT Satona,"['Laravel', 'Linux', 'Cyber Security']",< 1 Tahun,S1/D4
J-1402,PROJECT MANAGEMENT,Software Development,PT Prefab Modular Construction Indonesia,['Agile'],< 1 Tahun,S1/D4
J-1403,Assistant Product Manager,Product Management,PT. Damai Sejahtera Abadi,"['Project Management', 'Agile', 'Scrum', 'Jira', 'Product Development', 'Roadmap']",> 5 Tahun,S2/S3
J-1404,Tier 1 SOC Analyst,Cyber Security,PT Neotech Cakrawala Indonesia,['Cyber Security'],< 1 Tahun,S1/D4
J-1405,Technical Support,IT Support & Infrastructure,PT DES Teknologi Informasi,"['Linux', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1406,Lowongan Kerja Helpdesk Staff,IT Support & Infrastructure,PT Comtronics Systems,['Excel'],< 1 Tahun,SMA/SMK
J-1407,Network Technician,Software Development,PT Binajasa Sumber Sarana (BSS Recruitment),"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure']",1 - 3 Tahun,S1/D4
J-1408,Business Development Support,Software Development,PT Dwi Cermat Indonesia,['SQL'],Belum ada pengalaman,S1/D4
J-1409,Engineer on Site,Software Development,PT Kuarta Powerindo Perkasa,['Troubleshooting'],< 1 Tahun,S1/D4
J-1410,IT Governance,Software Development,PT. Entrepreneur Trust Digital,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1411,IT Programmer Staff,Software Development,PT Gunung Semesta Elektrika,"['SQL', 'PHP', 'Laravel', 'MySQL', 'Oracle', 'API', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-1412,IT Support,IT Support & Infrastructure,PT HGT Services Indonesia,['Networking'],< 1 Tahun,SMA/SMK
J-1413,IT Network & Support,Software Development,PT Jayamas Medica Industri,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1414,IT Support,IT Support & Infrastructure,PT.Diwan Gadingmas,"['SQL', 'Cisco', 'CCNA']",Belum ada pengalaman,S1/D4
J-1415,NOC Officer / Helpdesk Monitoring (EXPO),IT Support & Infrastructure,PRIMA GROUP,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-1416,IT Incindent Engineer L2,Software Development,"PT Allo Bank Indonesia, Tbk","['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-1417,PMO - Data Center,Software Development,WireHire,['Excel'],1 - 3 Tahun,S1/D4
J-1418,IT Support Specialist,IT Support & Infrastructure,PT Accesstech Super Jaya,['Troubleshooting'],1 - 3 Tahun,Bootcamp/Sertifikasi
J-1419,Network Engineer On Site (Makassar),IT Support & Infrastructure,PT Provis Garuda Services,['Troubleshooting'],< 1 Tahun,S1/D4
J-1420,Data Center Technician - Indonesia - Banjarmasin - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1421,Network Engineer On Site (Yogyakarta),IT Support & Infrastructure,PT Provis Garuda Services,"['Networking', 'Routing', 'Switching', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1422,IT Application Support L2 (Project Based),Software Development,PT GITS Indonesia,"['SQL', 'Java', 'PHP', 'Linux', 'AWS', 'MySQL', 'PostgreSQL', 'Oracle', 'Postman']",1 - 3 Tahun,S1/D4
J-1423,Data Center Technician - Indonesia - Medan - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1424,Fasilitator,Software Development,PT Lintas Jaringan Nusantara (Karawang)),['Excel'],< 1 Tahun,SMA/SMK
J-1425,IT Helpdesk & Support Specialist,IT Support & Infrastructure,Mitra Keluarga,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",> 5 Tahun,S1/D4
J-1426,SDET I (Backend),Web Development,Halodoc,"['SQL', 'Go', 'API', 'Agile', 'Scrum']",1 - 3 Tahun,S1/D4
J-1427,Teknisi support data center,Software Development,PT Magna Network,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-1428,IT Application Officer,Software Development,Berita Satu,"['SQL', 'MySQL', 'Oracle']",1 - 3 Tahun,S1/D4
J-1429,Server @Oma Elly - La Adriana,Software Development,PT Usaha Sejahtera Semua,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure']",< 1 Tahun,S1/D4
J-1430,IT Support,IT Support & Infrastructure,Bestari Jaya,['Troubleshooting'],< 1 Tahun,S1/D4
J-1431,Junior Test Engineer,Quality Assurance,PT Tiga Daya Digital Indonesia,['QA'],1 - 3 Tahun,S1/D4
J-1432,IT Infrastructure - Yogyakarta,Software Development,PT Aino Indonesia,"['Linux', 'CI/CD', 'MySQL', 'Troubleshooting']",1 - 3 Tahun,SMA/SMK
J-1433,PROGRAMER,Software Development,Manufacturing Food,"['SQL', 'Java', 'Kotlin', 'Angular', 'Laravel']",1 - 3 Tahun,S1/D4
J-1434,IT Support Area Indonesia Timur,IT Support & Infrastructure,PT. Berca Hardayaperkasa,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-1435,Technical Support Telekomunikasi - Penempatan Sorong,IT Support & Infrastructure,PT Shangkuriang Telekomunikasi Indonesia,['Troubleshooting'],Belum ada pengalaman,S1/D4
J-1436,Technical Support Telekomunikasi - Penempatan Manokwari,IT Support & Infrastructure,PT Shangkuriang Telekomunikasi Indonesia,['Troubleshooting'],Belum ada pengalaman,S1/D4
J-1437,website spesialist,Software Development,PT INDONESIA AMERICAN GAMES,"['JavaScript', 'HTML', 'CSS', 'PHP', 'UI/UX', 'Node.js', 'MySQL', 'PostgreSQL', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1438,3. IT INFRASTRUCTURE OPERATIONAL SUPERVISOR,Software Development,PT Yamaha Motor Electronics Indonesia,"['Linux', 'CCNA', 'Cyber Security']",3 - 5 Tahun,S1/D4
J-1439,IT Infra & Support Supervisor,Software Development,PT Mitra Bali Sukses (Mie Gacoan),['Troubleshooting'],< 1 Tahun,S1/D4
J-1440,IT Support Freelance area Bali-Nusa Tenggara,IT Support & Infrastructure,PT. Berca Hardayaperkasa,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-1441,IT Planning & Policy Officer (IT PPO) - Permanent,Software Development,PT ABISHAR TECHNOLOGIES INDONESIA,"['Data Analysis', 'Excel']",< 1 Tahun,S1/D4
J-1442,Data Analyst KG Media,Data Analytics,Kompas Gramedia - KG Media,['Excel'],1 - 3 Tahun,S1/D4
J-1443,Passive Network Operation & Maintenance Officer,Software Development,PT Binajasa Sumber Sarana (BSS Recruitment),['Troubleshooting'],< 1 Tahun,S1/D4
J-1444,Technical Support - Server Storage,IT Support & Infrastructure,PT Sapta Tunas Teknologi,"['Linux', 'Networking', 'Troubleshooting']",Belum ada pengalaman,S1/D4
J-1445,Warehouse Technology Specialist,Software Development,Haswara Surabaya,"['Networking', 'Troubleshooting']",Belum ada pengalaman,S1/D4
J-1446,IT Infrastructure Support Supervisor (Talent Pool) - Supervisor,Software Development,Erajaya Group,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1447,Website Progammer,Software Development,PT. BERKAH TIRTA WAHANA,"['Python', 'JavaScript', 'HTML', 'CSS', 'PHP', 'React', 'Vue', 'Node.js', 'Laravel', 'Git', 'MySQL', 'PostgreSQL', 'MongoDB', 'API']",1 - 3 Tahun,S1/D4
J-1448,IT Support,IT Support & Infrastructure,Baked.Indonesia,"['Networking', 'Troubleshooting']",< 1 Tahun,SMA/SMK
J-1449,IT Support Engineer Jakarta,IT Support & Infrastructure,PT. Berca Hardayaperkasa,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-1450,Engineer on Site,Software Development,PT Kuarta Powerindo Perkasa,['Troubleshooting'],< 1 Tahun,S1/D4
J-1451,Technical Support,IT Support & Infrastructure,PT Netmarks Indonesia,"['Networking', 'Routing', 'Switching', 'CCNA', 'Troubleshooting']",> 5 Tahun,Bootcamp/Sertifikasi
J-1452,Network Operation Center (NOC),Software Development,PT Solusindo Bintang Pratama,['Cisco'],< 1 Tahun,S1/D4
J-1453,IT Business Analyst Staff,Data Analytics,PT Porto Indonesia Sejahtera,"['SQL', 'Scrum']",1 - 3 Tahun,S1/D4
J-1454,IT Manager,Software Development,Wzone Gym Studio,['Troubleshooting'],3 - 5 Tahun,S2/S3
J-1455,Data Analyst,Data Analytics,PT Rama Putra Djaya,"['Python', 'SQL', 'Java', 'Machine Learning', 'Tableau', 'Power BI', 'Excel']",1 - 3 Tahun,S1/D4
J-1456,QA Automation (Junior),Software Development,PT Selaras Kinerja Muda,"['SQL', 'Git', 'CI/CD', 'API', 'Postman', 'Agile', 'Scrum', 'QA', 'Software Testing']",< 1 Tahun,S1/D4
J-1457,IT Support Engineer area Jambi,IT Support & Infrastructure,PT. Berca Hardayaperkasa,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-1458,Technical Support,IT Support & Infrastructure,PT Transindo Infotek,['Troubleshooting'],Belum ada pengalaman,S1/D4
J-1459,IT Development,Software Development,PT Clavisindo Berjaya,"['SQL', 'JavaScript', 'HTML', 'CSS']",< 1 Tahun,S1/D4
J-1460,Network Engineer & Server Analyst,IT Support & Infrastructure,PT Medialink Global Mandiri,"['Linux', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1461,Junior QA Automation Engineer,Software Development,PT ABISHAR TECHNOLOGIES INDONESIA,"['Java', 'JavaScript', 'API', 'Postman', 'QA', 'Software Testing']",< 1 Tahun,S1/D4
J-1462,IT Quality Assurance di Jakarta Pusat,Quality Assurance,Staffinc,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1463,NOC Engineer,Software Development,PT Binajasa Sumber Sarana (BSS Recruitment),"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure']",1 - 3 Tahun,S1/D4
J-1464,IT Governance,Software Development,PT. PRAWEDA CIPTAKARSA INFORMATIKA,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-1465,Teknisi Jaringan,Software Development,PT. Bangunjaya Prima Nusantara,"['Routing', 'Troubleshooting']",1 - 3 Tahun,SMA/SMK
J-1466,IT Infrastructure (Pre-Opening),Software Development,Apex Sports Village,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-1467,Data Center Technician - Indonesia - Bandung - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1468,Co Engineer AI IT,Software Development,PT EASYRENT BALI MOBILINDO,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-1469,Data Engineer,Data Engineering,PT Enseval Putera Megatrading Tbk,"['Python', 'SQL', 'PostgreSQL', 'Oracle', 'Machine Learning']",1 - 3 Tahun,S1/D4
J-1470,Business Analyst,Data Analytics,PT Bernofarm Pharmaceutical (Surabaya),"['Figma', 'UI/UX']",1 - 3 Tahun,S1/D4
J-1471,Network Engineer On Site (Pontianak),IT Support & Infrastructure,PT Provis Garuda Services,"['Networking', 'Routing', 'Switching', 'Troubleshooting']",< 1 Tahun,S1/D4
J-1472,IT Developer,Software Development,PT GCM Hero Indonesia,"['Networking', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-1473,IT Maintenance,Software Development,Perusahaan Dirahasiakan,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1474,Technical Support,IT Support & Infrastructure,PT. Gosyen Solusi Indonesia,"['AWS', 'Networking', 'CCNA', 'Excel']",1 - 3 Tahun,S1/D4
J-1475,Data Center Technician - Indonesia - Surabaya - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1476,Lowongan Kerja Technical Support,IT Support & Infrastructure,PT. Bahana Security Sistem,['Troubleshooting'],< 1 Tahun,S1/D4
J-1477,Engineer on Site,Software Development,PT Kuarta Powerindo Perkasa,['Troubleshooting'],< 1 Tahun,S1/D4
J-1478,Application Support and Implementation,Software Development,PT. CJ Logistics Indonesia,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-1479,QA Manual,Software Development,PT Tech Grid Indonesia,"['API', 'QA']",1 - 3 Tahun,S1/D4
J-1480,Staff Network Engineer & Helpdesk Support - Bali,IT Support & Infrastructure,PT Varnion Technology Semesta,"['Networking', 'CCNA']",< 1 Tahun,S1/D4
J-1481,QA Engineer,Quality Assurance,PT INSERASENA (POLYGON GROUP),['QA'],< 1 Tahun,S1/D4
J-1482,Data Center Technician - Indonesia - Pontianak - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1483,IT Database Management,Software Development,PT Nutrifood Indonesia,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-1484,Kepala IT,Software Development,PT Masmedia Buana Pustaka,['Oracle'],3 - 5 Tahun,S1/D4
J-1485,IT System Analyst (AS400),Software Development,PT ABISHAR TECHNOLOGIES INDONESIA,['AWS'],1 - 3 Tahun,S1/D4
J-1486,Teknisi Lapangan,Software Development,PT. Citra Intergrasi Nusantara,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-1487,Product Owner,Product Management,PT JAVAN CIPTA SOLUSI,"['Agile', 'Scrum', 'QA']",< 1 Tahun,S1/D4
J-1488,Data Center Technician - Indonesia - Kota Yogyakarta - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1489,IT Server Storage Engineer Trainee,Software Development,PT. Berca Hardayaperkasa,['Linux'],< 1 Tahun,S1/D4
J-1490,IT Technician,Software Development,PT BONJOUR BALI STORE,"['Networking', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-1491,Staff Network Engineer & Technical Solution (Layer 4) - Jakarta,IT Support & Infrastructure,PT Varnion Technology Semesta,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-1492,System Analyst,Software Development,PT Jaringan VNT Indonesia (VNT Networks),"['SQL', 'Java', 'JavaScript', 'Agile']",1 - 3 Tahun,S1/D4
J-1493,Data Center Technician - Indonesia - Sleman - On-site,Software Development,RM Staffing B.V.,"['Cisco', 'CCNA', 'Troubleshooting']",1 - 3 Tahun,S2/S3
J-1494,Data Operations Analyst,Software Development,Macquarie Group,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-1495,NOC Engineer,Software Development,PT. Broadband Indonesia Pratama,"['Linux', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-1496,IT Manager,Software Development,WZONE GYM,['Troubleshooting'],3 - 5 Tahun,S2/S3
J-1497,Technical Writer,Software Development,PT ELISTEC INFORMATIKA UTAMA,"['API', 'QA']",< 1 Tahun,S1/D4
J-1498,IT Supervisor,Software Development,PT Forecastle Indonesia,"['Python', 'Networking', 'PostgreSQL', 'API', 'Troubleshooting']",1 - 3 Tahun,S1/D4
