date_recorded,job_domain,skill_name,demand_count,is_synthetic
2026-08-31,Data Science & AI,Publications,393,1
2026-09-30,Data Science & AI,Python,753,1
2026-09-30,Data Science & AI,Machine Learning,676,1
2026-09-30,Data Science & AI,TensorFlow,570,1
2026-09-30,Data Science & AI,PyTorch,461,1
2026-09-30,Data Science & AI,Statistics,377,1
2026-09-30,Data Science & AI,R,337,1
2026-09-30,Data Science & AI,MLOps,352,1
2026-09-30,Data Science & AI,Publications,417,1
2026-10-31,Data Science & AI,Python,717,1
2026-10-31,Data Science & AI,Machine Learning,635,1
2026-10-31,Data Science & AI,TensorFlow,529,1
2026-10-31,Data Science & AI,PyTorch,427,1
2026-10-31,Data Science & AI,Statistics,353,1
2026-10-31,Data Science & AI,R,325,1
2026-10-31,Data Science & AI,MLOps,350,1
2026-10-31,Data Science & AI,Publications,422,1
2026-11-30,Data Science & AI,Python,709,1
2026-11-30,Data Science & AI,Machine Learning,619,1
2026-11-30,Data Science & AI,TensorFlow,511,1
2026-11-30,Data Science & AI,PyTorch,412,1
2026-11-30,Data Science & AI,Statistics,346,1
2026-11-30,Data Science & AI,R,329,1
2026-11-30,Data Science & AI,MLOps,365,1
2026-11-30,Data Science & AI,Publications,445,1
2026-12-31,Data Science & AI,Python,676,1
2026-12-31,Data Science & AI,Machine Learning,582,1
2026-12-31,Data Science & AI,TensorFlow,477,1
2026-12-31,Data Science & AI,PyTorch,385,1
2026-12-31,Data Science & AI,Statistics,330,1
2026-12-31,Data Science & AI,R,324,1
2026-12-31,Data Science & AI,MLOps,369,1
2026-12-31,Data Science & AI,Publications,455,1
2010-01-31,DevOps & Cloud,AWS,26,1
2010-01-31,DevOps & Cloud,Docker,32,1
2010-01-31,DevOps & Cloud,Kubernetes,36,1
2010-01-31,DevOps & Cloud,CI/CD,38,1
2010-01-31,DevOps & Cloud,Terraform,37,1
2010-01-31,DevOps & Cloud,Azure,33,1
2010-01-31,DevOps & Cloud,GCP,28,1
2010-01-31,DevOps & Cloud,Linux,22,1
2010-01-31,DevOps & Cloud,Cost Optimization,17,1
2010-02-28,DevOps & Cloud,AWS,29,1
2010-02-28,DevOps & Cloud,Docker,34,1
2010-02-28,DevOps & Cloud,Kubernetes,38,1
2010-02-28,DevOps & Cloud,CI/CD,40,1
2010-02-28,DevOps & Cloud,Terraform,38,1
2010-02-28,DevOps & Cloud,Azure,34,1
2010-02-28,DevOps & Cloud,GCP,28,1
2010-02-28,DevOps & Cloud,Linux,22,1
2010-02-28,DevOps & Cloud,Cost Optimization,17,1
2010-03-31,DevOps & Cloud,AWS,31,1
2010-03-31,DevOps & Cloud,Docker,36,1
2010-03-31,DevOps & Cloud,Kubernetes,40,1
2010-03-31,DevOps & Cloud,CI/CD,41,1
2010-03-31,DevOps & Cloud,Terraform,38,1
2010-03-31,DevOps & Cloud,Azure,33,1
2010-03-31,DevOps & Cloud,GCP,27,1
2010-03-31,DevOps & Cloud,Linux,21,1
2010-03-31,DevOps & Cloud,Cost Optimization,17,1
2010-04-30,DevOps & Cloud,AWS,34,1
2010-04-30,DevOps & Cloud,Docker,40,1
2010-04-30,DevOps & Cloud,Kubernetes,43,1
2010-04-30,DevOps & Cloud,CI/CD,43,1
2010-04-30,DevOps & Cloud,Terraform,40,1
2010-04-30,DevOps & Cloud,Azure,34,1
2010-04-30,DevOps & Cloud,GCP,28,1
2010-04-30,DevOps & Cloud,Linux,21,1
2010-04-30,DevOps & Cloud,Cost Optimization,17,1
2010-05-31,DevOps & Cloud,AWS,36,1
2010-05-31,DevOps & Cloud,Docker,41,1
2010-05-31,DevOps & Cloud,Kubernetes,44,1
2010-05-31,DevOps & Cloud,CI/CD,43,1
2010-05-31,DevOps & Cloud,Terraform,39,1
2010-05-31,DevOps & Cloud,Azure,33,1
2010-05-31,DevOps & Cloud,GCP,27,1
2010-05-31,DevOps & Cloud,Linux,21,1
2010-05-31,DevOps & Cloud,Cost Optimization,17,1
2010-06-30,DevOps & Cloud,AWS,39,1
2010-06-30,DevOps & Cloud,Docker,44,1
2010-06-30,DevOps & Cloud,Kubernetes,46,1
2010-06-30,DevOps & Cloud,CI/CD,45,1
2010-06-30,DevOps & Cloud,Terraform,40,1
2010-06-30,DevOps & Cloud,Azure,34,1
2010-06-30,DevOps & Cloud,GCP,27,1
2010-06-30,DevOps & Cloud,Linux,21,1
2010-06-30,DevOps & Cloud,Cost Optimization,18,1
2010-07-31,DevOps & Cloud,AWS,42,1
2010-07-31,DevOps & Cloud,Docker,46,1
2010-07-31,DevOps & Cloud,Kubernetes,48,1
2010-07-31,DevOps & Cloud,CI/CD,45,1
2010-07-31,DevOps & Cloud,Terraform,40,1
2010-07-31,DevOps & Cloud,Azure,33,1
2010-07-31,DevOps & Cloud,GCP,26,1
2010-07-31,DevOps & Cloud,Linux,21,1
2010-07-31,DevOps & Cloud,Cost Optimization,18,1
2010-08-31,DevOps & Cloud,AWS,41,1
2010-08-31,DevOps & Cloud,Docker,45,1
2010-08-31,DevOps & Cloud,Kubernetes,46,1
2010-08-31,DevOps & Cloud,CI/CD,43,1
2010-08-31,DevOps & Cloud,Terraform,37,1
2010-08-31,DevOps & Cloud,Azure,30,1
2010-08-31,DevOps & Cloud,GCP,24,1
2010-08-31,DevOps & Cloud,Linux,19,1
2010-08-31,DevOps & Cloud,Cost Optimization,17,1
2010-09-30,DevOps & Cloud,AWS,42,1
2010-09-30,DevOps & Cloud,Docker,46,1
2010-09-30,DevOps & Cloud,Kubernetes,45,1
2010-09-30,DevOps & Cloud,CI/CD,42,1
2010-09-30,DevOps & Cloud,Terraform,36,1
2010-09-30,DevOps & Cloud,Azure,29,1
2010-09-30,DevOps & Cloud,GCP,23,1
2010-09-30,DevOps & Cloud,Linux,18,1
2010-09-30,DevOps & Cloud,Cost Optimization,18,1
2010-10-31,DevOps & Cloud,AWS,44,1
2010-10-31,DevOps & Cloud,Docker,47,1
2010-10-31,DevOps & Cloud,Kubernetes,46,1
2010-10-31,DevOps & Cloud,CI/CD,42,1
2010-10-31,DevOps & Cloud,Terraform,35,1
2010-10-31,DevOps & Cloud,Azure,28,1
2010-10-31,DevOps & Cloud,GCP,22,1
2010-10-31,DevOps & Cloud,Linux,18,1
2010-10-31,DevOps & Cloud,Cost Optimization,18,1
2010-11-30,DevOps & Cloud,AWS,46,1
2010-11-30,DevOps & Cloud,Docker,48,1
2010-11-30,DevOps & Cloud,Kubernetes,46,1
2010-11-30,DevOps & Cloud,CI/CD,41,1
2010-11-30,DevOps & Cloud,Terraform,34,1
2010-11-30,DevOps & Cloud,Azure,27,1
2010-11-30,DevOps & Cloud,GCP,21,1
2010-11-30,DevOps & Cloud,Linux,18,1
2010-11-30,DevOps & Cloud,Cost Optimization,19,1
2010-12-31,DevOps & Cloud,AWS,46,1
2010-12-31,DevOps & Cloud,Docker,47,1
2010-12-31,DevOps & Cloud,Kubernetes,45,1
2010-12-31,DevOps & Cloud,CI/CD,39,1
2010-12-31,DevOps & Cloud,Terraform,32,1
2010-12-31,DevOps & Cloud,Azure,25,1
2010-12-31,DevOps & Cloud,GCP,20,1
2010-12-31,DevOps & Cloud,Linux,18,1
2010-12-31,DevOps & Cloud,Cost Optimization,19,1
2011-01-31,DevOps & Cloud,AWS,48,1
2011-01-31,DevOps & Cloud,Docker,48,1
2011-01-31,DevOps & Cloud,Kubernetes,45,1
2011-01-31,DevOps & Cloud,CI/CD,39,1
2011-01-31,DevOps & Cloud,Terraform,32,1
2011-01-31,DevOps & Cloud,Azure,25,1
2011-01-31,DevOps & Cloud,GCP,20,1
2011-01-31,DevOps & Cloud,Linux,18,1
2011-01-31,DevOps & Cloud,Cost Optimization,21,1
2011-02-28,DevOps & Cloud,AWS,51,1
2011-02-28,DevOps & Cloud,Docker,50,1
2011-02-28,DevOps & Cloud,Kubernetes,46,1
2011-02-28,DevOps & Cloud,CI/CD,40,1
2011-02-28,DevOps & Cloud,Terraform,32,1
2011-02-28,DevOps & Cloud,Azure,25,1
2011-02-28,DevOps & Cloud,GCP,20,1
2011-02-28,DevOps & Cloud,Linux,20,1
2011-02-28,DevOps & Cloud,Cost Optimization,23,1
2011-03-31,DevOps & Cloud,AWS,53,1
2011-03-31,DevOps & Cloud,Docker,52,1
2011-03-31,DevOps & Cloud,Kubernetes,47,1
2011-03-31,DevOps & Cloud,CI/CD,39,1
2011-03-31,DevOps & Cloud,Terraform,31,1
2011-03-31,DevOps & Cloud,Azure,24,1
2011-03-31,DevOps & Cloud,GCP,21,1
2011-03-31,DevOps & Cloud,Linux,21,1
2011-03-31,DevOps & Cloud,Cost Optimization,24,1
2011-04-30,DevOps & Cloud,AWS,56,1
2011-04-30,DevOps & Cloud,Docker,54,1
2011-04-30,DevOps & Cloud,Kubernetes,48,1
2011-04-30,DevOps & Cloud,CI/CD,40,1
2011-04-30,DevOps & Cloud,Terraform,31,1
2011-04-30,DevOps & Cloud,Azure,25,1
2011-04-30,DevOps & Cloud,GCP,21,1
2011-04-30,DevOps & Cloud,Linux,22,1
2011-04-30,DevOps & Cloud,Cost Optimization,27,1
2011-05-31,DevOps & Cloud,AWS,58,1
2011-05-31,DevOps & Cloud,Docker,55,1
2011-05-31,DevOps & Cloud,Kubernetes,48,1
2011-05-31,DevOps & Cloud,CI/CD,40,1
2011-05-31,DevOps & Cloud,Terraform,31,1
2011-05-31,DevOps & Cloud,Azure,25,1
2011-05-31,DevOps & Cloud,GCP,22,1
2011-05-31,DevOps & Cloud,Linux,24,1
2011-05-31,DevOps & Cloud,Cost Optimization,30,1
2011-06-30,DevOps & Cloud,AWS,60,1
2011-06-30,DevOps & Cloud,Docker,56,1
2011-06-30,DevOps & Cloud,Kubernetes,48,1
2011-06-30,DevOps & Cloud,CI/CD,39,1
2011-06-30,DevOps & Cloud,Terraform,30,1
2011-06-30,DevOps & Cloud,Azure,25,1
2011-06-30,DevOps & Cloud,GCP,23,1
2011-06-30,DevOps & Cloud,Linux,26,1
2011-06-30,DevOps & Cloud,Cost Optimization,33,1
2011-07-31,DevOps & Cloud,AWS,61,1
2011-07-31,DevOps & Cloud,Docker,56,1
2011-07-31,DevOps & Cloud,Kubernetes,48,1
2011-07-31,DevOps & Cloud,CI/CD,38,1
2011-07-31,DevOps & Cloud,Terraform,30,1
2011-07-31,DevOps & Cloud,Azure,24,1
2011-07-31,DevOps & Cloud,GCP,24,1
2011-07-31,DevOps & Cloud,Linux,28,1
2011-07-31,DevOps & Cloud,Cost Optimization,35,1
2011-08-31,DevOps & Cloud,AWS,61,1
2011-08-31,DevOps & Cloud,Docker,55,1
2011-08-31,DevOps & Cloud,Kubernetes,46,1
2011-08-31,DevOps & Cloud,CI/CD,36,1
2011-08-31,DevOps & Cloud,Terraform,29,1
2011-08-31,DevOps & Cloud,Azure,24,1
2011-08-31,DevOps & Cloud,GCP,24,1
2011-08-31,DevOps & Cloud,Linux,29,1
2011-08-31,DevOps & Cloud,Cost Optimization,37,1
2011-09-30,DevOps & Cloud,AWS,61,1
2011-09-30,DevOps & Cloud,Docker,54,1
2011-09-30,DevOps & Cloud,Kubernetes,45,1
2011-09-30,DevOps & Cloud,CI/CD,35,1
2011-09-30,DevOps & Cloud,Terraform,28,1
2011-09-30,DevOps & Cloud,Azure,24,1
2011-09-30,DevOps & Cloud,GCP,25,1
2011-09-30,DevOps & Cloud,Linux,31,1
2011-09-30,DevOps & Cloud,Cost Optimization,40,1
2011-10-31,DevOps & Cloud,AWS,57,1
2011-10-31,DevOps & Cloud,Docker,50,1
2011-10-31,DevOps & Cloud,Kubernetes,41,1
2011-10-31,DevOps & Cloud,CI/CD,32,1
2011-10-31,DevOps & Cloud,Terraform,25,1
2011-10-31,DevOps & Cloud,Azure,23,1
2011-10-31,DevOps & Cloud,GCP,25,1
2011-10-31,DevOps & Cloud,Linux,31,1
2011-10-31,DevOps & Cloud,Cost Optimization,40,1
2011-11-30,DevOps & Cloud,AWS,57,1
2011-11-30,DevOps & Cloud,Docker,49,1
2011-11-30,DevOps & Cloud,Kubernetes,40,1
2011-11-30,DevOps & Cloud,CI/CD,31,1
2011-11-30,DevOps & Cloud,Terraform,25,1
2011-11-30,DevOps & Cloud,Azure,24,1
2011-11-30,DevOps & Cloud,GCP,27,1
2011-11-30,DevOps & Cloud,Linux,34,1
2011-11-30,DevOps & Cloud,Cost Optimization,43,1
2011-12-31,DevOps & Cloud,AWS,55,1
2011-12-31,DevOps & Cloud,Docker,47,1
2011-12-31,DevOps & Cloud,Kubernetes,38,1
2011-12-31,DevOps & Cloud,CI/CD,29,1
2011-12-31,DevOps & Cloud,Terraform,24,1
2011-12-31,DevOps & Cloud,Azure,24,1
2011-12-31,DevOps & Cloud,GCP,28,1
2011-12-31,DevOps & Cloud,Linux,36,1
2011-12-31,DevOps & Cloud,Cost Optimization,45,1
2012-01-31,DevOps & Cloud,AWS,55,1
2012-01-31,DevOps & Cloud,Docker,46,1
2012-01-31,DevOps & Cloud,Kubernetes,37,1
2012-01-31,DevOps & Cloud,CI/CD,29,1
2012-01-31,DevOps & Cloud,Terraform,24,1
2012-01-31,DevOps & Cloud,Azure,25,1
2012-01-31,DevOps & Cloud,GCP,30,1
2012-01-31,DevOps & Cloud,Linux,38,1
2012-01-31,DevOps & Cloud,Cost Optimization,48,1
2012-02-29,DevOps & Cloud,AWS,56,1
2012-02-29,DevOps & Cloud,Docker,46,1
2012-02-29,DevOps & Cloud,Kubernetes,36,1
2012-02-29,DevOps & Cloud,CI/CD,29,1
2012-02-29,DevOps & Cloud,Terraform,25,1
2012-02-29,DevOps & Cloud,Azure,27,1
2012-02-29,DevOps & Cloud,GCP,33,1
2012-02-29,DevOps & Cloud,Linux,42,1
2012-02-29,DevOps & Cloud,Cost Optimization,52,1
2012-03-31,DevOps & Cloud,AWS,54,1
2012-03-31,DevOps & Cloud,Docker,44,1
2012-03-31,DevOps & Cloud,Kubernetes,35,1
2012-03-31,DevOps & Cloud,CI/CD,28,1
2012-03-31,DevOps & Cloud,Terraform,25,1
2012-03-31,DevOps & Cloud,Azure,28,1
2012-03-31,DevOps & Cloud,GCP,35,1
2012-03-31,DevOps & Cloud,Linux,45,1
2012-03-31,DevOps & Cloud,Cost Optimization,55,1
2012-04-30,DevOps & Cloud,AWS,55,1
2012-04-30,DevOps & Cloud,Docker,44,1
2012-04-30,DevOps & Cloud,Kubernetes,35,1
2012-04-30,DevOps & Cloud,CI/CD,28,1
2012-04-30,DevOps & Cloud,Terraform,27,1
2012-04-30,DevOps & Cloud,Azure,31,1
2012-04-30,DevOps & Cloud,GCP,39,1
2012-04-30,DevOps & Cloud,Linux,49,1
2012-04-30,DevOps & Cloud,Cost Optimization,60,1
2012-05-31,DevOps & Cloud,AWS,54,1
2012-05-31,DevOps & Cloud,Docker,43,1
2012-05-31,DevOps & Cloud,Kubernetes,34,1
2012-05-31,DevOps & Cloud,CI/CD,28,1
2012-05-31,DevOps & Cloud,Terraform,28,1
2012-05-31,DevOps & Cloud,Azure,33,1
2012-05-31,DevOps & Cloud,GCP,42,1
2012-05-31,DevOps & Cloud,Linux,53,1
2012-05-31,DevOps & Cloud,Cost Optimization,63,1
2012-06-30,DevOps & Cloud,AWS,53,1
2012-06-30,DevOps & Cloud,Docker,42,1
2012-06-30,DevOps & Cloud,Kubernetes,33,1
2012-06-30,DevOps & Cloud,CI/CD,28,1
2012-06-30,DevOps & Cloud,Terraform,29,1
2012-06-30,DevOps & Cloud,Azure,35,1
2012-06-30,DevOps & Cloud,GCP,45,1
2012-06-30,DevOps & Cloud,Linux,56,1
2012-06-30,DevOps & Cloud,Cost Optimization,66,1
2012-07-31,DevOps & Cloud,AWS,50,1
2012-07-31,DevOps & Cloud,Docker,39,1
2012-07-31,DevOps & Cloud,Kubernetes,31,1
2012-07-31,DevOps & Cloud,CI/CD,27,1
2012-07-31,DevOps & Cloud,Terraform,29,1
2012-07-31,DevOps & Cloud,Azure,36,1
2012-07-31,DevOps & Cloud,GCP,47,1
2012-07-31,DevOps & Cloud,Linux,58,1
2012-07-31,DevOps & Cloud,Cost Optimization,67,1
2012-08-31,DevOps & Cloud,AWS,48,1
2012-08-31,DevOps & Cloud,Docker,38,1
2012-08-31,DevOps & Cloud,Kubernetes,30,1
2012-08-31,DevOps & Cloud,CI/CD,28,1
2012-08-31,DevOps & Cloud,Terraform,31,1
2012-08-31,DevOps & Cloud,Azure,39,1
2012-08-31,DevOps & Cloud,GCP,50,1
2012-08-31,DevOps & Cloud,Linux,61,1
2012-08-31,DevOps & Cloud,Cost Optimization,69,1
2012-09-30,DevOps & Cloud,AWS,43,1
2012-09-30,DevOps & Cloud,Docker,33,1
2012-09-30,DevOps & Cloud,Kubernetes,27,1
2012-09-30,DevOps & Cloud,CI/CD,26,1
2012-09-30,DevOps & Cloud,Terraform,30,1
2012-09-30,DevOps & Cloud,Azure,38,1
2012-09-30,DevOps & Cloud,GCP,48,1
2012-09-30,DevOps & Cloud,Linux,58,1
2012-09-30,DevOps & Cloud,Cost Optimization,66,1
2012-10-31,DevOps & Cloud,AWS,39,1
2012-10-31,DevOps & Cloud,Docker,31,1
2012-10-31,DevOps & Cloud,Kubernetes,26,1
2012-10-31,DevOps & Cloud,CI/CD,26,1
2012-10-31,DevOps & Cloud,Terraform,31,1
2012-10-31,DevOps & Cloud,Azure,39,1
2012-10-31,DevOps & Cloud,GCP,49,1
2012-10-31,DevOps & Cloud,Linux,59,1
2012-10-31,DevOps & Cloud,Cost Optimization,65,1
2012-11-30,DevOps & Cloud,AWS,37,1
2012-11-30,DevOps & Cloud,Docker,29,1
2012-11-30,DevOps & Cloud,Kubernetes,25,1
2012-11-30,DevOps & Cloud,CI/CD,26,1
2012-11-30,DevOps & Cloud,Terraform,31,1
2012-11-30,DevOps & Cloud,Azure,40,1
2012-11-30,DevOps & Cloud,GCP,50,1
2012-11-30,DevOps & Cloud,Linux,59,1
2012-11-30,DevOps & Cloud,Cost Optimization,64,1
2012-12-31,DevOps & Cloud,AWS,34,1
2012-12-31,DevOps & Cloud,Docker,27,1
2012-12-31,DevOps & Cloud,Kubernetes,24,1
2012-12-31,DevOps & Cloud,CI/CD,26,1
2012-12-31,DevOps & Cloud,Terraform,33,1
2012-12-31,DevOps & Cloud,Azure,42,1
2012-12-31,DevOps & Cloud,GCP,52,1
2012-12-31,DevOps & Cloud,Linux,60,1
2012-12-31,DevOps & Cloud,Cost Optimization,64,1
2013-01-31,DevOps & Cloud,AWS,32,1
2013-01-31,DevOps & Cloud,Docker,26,1
2013-01-31,DevOps & Cloud,Kubernetes,24,1
2013-01-31,DevOps & Cloud,CI/CD,27,1
2013-01-31,DevOps & Cloud,Terraform,34,1
2013-01-31,DevOps & Cloud,Azure,44,1
2013-01-31,DevOps & Cloud,GCP,53,1
2013-01-31,DevOps & Cloud,Linux,61,1
2013-01-31,DevOps & Cloud,Cost Optimization,64,1
2013-02-28,DevOps & Cloud,AWS,32,1
2013-02-28,DevOps & Cloud,Docker,26,1
2013-02-28,DevOps & Cloud,Kubernetes,26,1
2013-02-28,DevOps & Cloud,CI/CD,30,1
2013-02-28,DevOps & Cloud,Terraform,38,1
2013-02-28,DevOps & Cloud,Azure,48,1
2013-02-28,DevOps & Cloud,GCP,57,1
2013-02-28,DevOps & Cloud,Linux,64,1
2013-02-28,DevOps & Cloud,Cost Optimization,67,1
2013-03-31,DevOps & Cloud,AWS,31,1
2013-03-31,DevOps & Cloud,Docker,26,1
2013-03-31,DevOps & Cloud,Kubernetes,27,1
2013-03-31,DevOps & Cloud,CI/CD,32,1
2013-03-31,DevOps & Cloud,Terraform,41,1
2013-03-31,DevOps & Cloud,Azure,51,1
2013-03-31,DevOps & Cloud,GCP,60,1
2013-03-31,DevOps & Cloud,Linux,67,1
2013-03-31,DevOps & Cloud,Cost Optimization,68,1
2013-04-30,DevOps & Cloud,AWS,29,1
2013-04-30,DevOps & Cloud,Docker,26,1
2013-04-30,DevOps & Cloud,Kubernetes,27,1
2013-04-30,DevOps & Cloud,CI/CD,33,1
2013-04-30,DevOps & Cloud,Terraform,42,1
2013-04-30,DevOps & Cloud,Azure,53,1
2013-04-30,DevOps & Cloud,GCP,61,1
2013-04-30,DevOps & Cloud,Linux,66,1
2013-04-30,DevOps & Cloud,Cost Optimization,67,1
2013-05-31,DevOps & Cloud,AWS,28,1
2013-05-31,DevOps & Cloud,Docker,26,1
2013-05-31,DevOps & Cloud,Kubernetes,28,1
2013-05-31,DevOps & Cloud,CI/CD,35,1
2013-05-31,DevOps & Cloud,Terraform,45,1
2013-05-31,DevOps & Cloud,Azure,55,1
2013-05-31,DevOps & Cloud,GCP,63,1
2013-05-31,DevOps & Cloud,Linux,67,1
2013-05-31,DevOps & Cloud,Cost Optimization,66,1
2013-06-30,DevOps & Cloud,AWS,28,1
2013-06-30,DevOps & Cloud,Docker,26,1
2013-06-30,DevOps & Cloud,Kubernetes,30,1
2013-06-30,DevOps & Cloud,CI/CD,37,1
2013-06-30,DevOps & Cloud,Terraform,48,1
2013-06-30,DevOps & Cloud,Azure,58,1
2013-06-30,DevOps & Cloud,GCP,66,1
2013-06-30,DevOps & Cloud,Linux,69,1
2013-06-30,DevOps & Cloud,Cost Optimization,67,1
2013-07-31,DevOps & Cloud,AWS,26,1
2013-07-31,DevOps & Cloud,Docker,26,1
2013-07-31,DevOps & Cloud,Kubernetes,30,1
2013-07-31,DevOps & Cloud,CI/CD,38,1
2013-07-31,DevOps & Cloud,Terraform,49,1
2013-07-31,DevOps & Cloud,Azure,58,1
2013-07-31,DevOps & Cloud,GCP,65,1
2013-07-31,DevOps & Cloud,Linux,67,1
2013-07-31,DevOps & Cloud,Cost Optimization,64,1
2013-08-31,DevOps & Cloud,AWS,26,1
2013-08-31,DevOps & Cloud,Docker,26,1
2013-08-31,DevOps & Cloud,Kubernetes,31,1
2013-08-31,DevOps & Cloud,CI/CD,40,1
2013-08-31,DevOps & Cloud,Terraform,50,1
2013-08-31,DevOps & Cloud,Azure,59,1
2013-08-31,DevOps & Cloud,GCP,65,1
2013-08-31,DevOps & Cloud,Linux,66,1
2013-08-31,DevOps & Cloud,Cost Optimization,62,1
2013-09-30,DevOps & Cloud,AWS,24,1
2013-09-30,DevOps & Cloud,Docker,26,1
2013-09-30,DevOps & Cloud,Kubernetes,32,1
2013-09-30,DevOps & Cloud,CI/CD,41,1
2013-09-30,DevOps & Cloud,Terraform,50,1
2013-09-30,DevOps & Cloud,Azure,59,1
2013-09-30,DevOps & Cloud,GCP,63,1
2013-09-30,DevOps & Cloud,Linux,63,1
2013-09-30,DevOps & Cloud,Cost Optimization,59,1
2013-10-31,DevOps & Cloud,AWS,23,1
2013-10-31,DevOps & Cloud,Docker,25,1
2013-10-31,DevOps & Cloud,Kubernetes,32,1
2013-10-31,DevOps & Cloud,CI/CD,40,1
2013-10-31,DevOps & Cloud,Terraform,50,1
2013-10-31,DevOps & Cloud,Azure,57,1
2013-10-31,DevOps & Cloud,GCP,60,1
2013-10-31,DevOps & Cloud,Linux,59,1
2013-10-31,DevOps & Cloud,Cost Optimization,54,1
2013-11-30,DevOps & Cloud,AWS,24,1
2013-11-30,DevOps & Cloud,Docker,27,1
2013-11-30,DevOps & Cloud,Kubernetes,34,1
2013-11-30,DevOps & Cloud,CI/CD,43,1
2013-11-30,DevOps & Cloud,Terraform,52,1
2013-11-30,DevOps & Cloud,Azure,59,1
2013-11-30,DevOps & Cloud,GCP,62,1
2013-11-30,DevOps & Cloud,Linux,60,1
2013-11-30,DevOps & Cloud,Cost Optimization,54,1
2013-12-31,DevOps & Cloud,AWS,24,1
2013-12-31,DevOps & Cloud,Docker,28,1
2013-12-31,DevOps & Cloud,Kubernetes,36,1
2013-12-31,DevOps & Cloud,CI/CD,45,1
2013-12-31,DevOps & Cloud,Terraform,54,1
2013-12-31,DevOps & Cloud,Azure,60,1
2013-12-31,DevOps & Cloud,GCP,61,1
2013-12-31,DevOps & Cloud,Linux,58,1
2013-12-31,DevOps & Cloud,Cost Optimization,52,1
2014-01-31,DevOps & Cloud,AWS,23,1
2014-01-31,DevOps & Cloud,Docker,28,1
2014-01-31,DevOps & Cloud,Kubernetes,36,1
2014-01-31,DevOps & Cloud,CI/CD,46,1
2014-01-31,DevOps & Cloud,Terraform,54,1
2014-01-31,DevOps & Cloud,Azure,59,1
2014-01-31,DevOps & Cloud,GCP,59,1
2014-01-31,DevOps & Cloud,Linux,56,1
2014-01-31,DevOps & Cloud,Cost Optimization,48,1
2014-02-28,DevOps & Cloud,AWS,25,1
2014-02-28,DevOps & Cloud,Docker,30,1
2014-02-28,DevOps & Cloud,Kubernetes,39,1
2014-02-28,DevOps & Cloud,CI/CD,48,1
2014-02-28,DevOps & Cloud,Terraform,56,1
2014-02-28,DevOps & Cloud,Azure,60,1
2014-02-28,DevOps & Cloud,GCP,60,1
2014-02-28,DevOps & Cloud,Linux,55,1
2014-02-28,DevOps & Cloud,Cost Optimization,47,1
2014-03-31,DevOps & Cloud,AWS,27,1
2014-03-31,DevOps & Cloud,Docker,33,1
2014-03-31,DevOps & Cloud,Kubernetes,43,1
2014-03-31,DevOps & Cloud,CI/CD,52,1
2014-03-31,DevOps & Cloud,Terraform,59,1
2014-03-31,DevOps & Cloud,Azure,63,1
2014-03-31,DevOps & Cloud,GCP,62,1
2014-03-31,DevOps & Cloud,Linux,56,1
2014-03-31,DevOps & Cloud,Cost Optimization,47,1
2014-04-30,DevOps & Cloud,AWS,28,1
2014-04-30,DevOps & Cloud,Docker,36,1
2014-04-30,DevOps & Cloud,Kubernetes,46,1
2014-04-30,DevOps & Cloud,CI/CD,55,1
2014-04-30,DevOps & Cloud,Terraform,62,1
2014-04-30,DevOps & Cloud,Azure,65,1
2014-04-30,DevOps & Cloud,GCP,62,1
2014-04-30,DevOps & Cloud,Linux,56,1
2014-04-30,DevOps & Cloud,Cost Optimization,46,1
2014-05-31,DevOps & Cloud,AWS,30,1
2014-05-31,DevOps & Cloud,Docker,39,1
2014-05-31,DevOps & Cloud,Kubernetes,49,1
2014-05-31,DevOps & Cloud,CI/CD,58,1
2014-05-31,DevOps & Cloud,Terraform,65,1
2014-05-31,DevOps & Cloud,Azure,66,1
2014-05-31,DevOps & Cloud,GCP,63,1
2014-05-31,DevOps & Cloud,Linux,55,1
2014-05-31,DevOps & Cloud,Cost Optimization,45,1
2014-06-30,DevOps & Cloud,AWS,33,1
2014-06-30,DevOps & Cloud,Docker,42,1
2014-06-30,DevOps & Cloud,Kubernetes,53,1
2014-06-30,DevOps & Cloud,CI/CD,62,1
2014-06-30,DevOps & Cloud,Terraform,67,1
2014-06-30,DevOps & Cloud,Azure,68,1
2014-06-30,DevOps & Cloud,GCP,63,1
2014-06-30,DevOps & Cloud,Linux,55,1
2014-06-30,DevOps & Cloud,Cost Optimization,44,1
2014-07-31,DevOps & Cloud,AWS,34,1
2014-07-31,DevOps & Cloud,Docker,43,1
2014-07-31,DevOps & Cloud,Kubernetes,53,1
2014-07-31,DevOps & Cloud,CI/CD,61,1
2014-07-31,DevOps & Cloud,Terraform,66,1
2014-07-31,DevOps & Cloud,Azure,65,1
2014-07-31,DevOps & Cloud,GCP,60,1
2014-07-31,DevOps & Cloud,Linux,51,1
2014-07-31,DevOps & Cloud,Cost Optimization,41,1
2014-08-31,DevOps & Cloud,AWS,35,1
2014-08-31,DevOps & Cloud,Docker,44,1
2014-08-31,DevOps & Cloud,Kubernetes,54,1
2014-08-31,DevOps & Cloud,CI/CD,61,1
2014-08-31,DevOps & Cloud,Terraform,65,1
2014-08-31,DevOps & Cloud,Azure,63,1
2014-08-31,DevOps & Cloud,GCP,57,1
2014-08-31,DevOps & Cloud,Linux,48,1
2014-08-31,DevOps & Cloud,Cost Optimization,38,1
2014-09-30,DevOps & Cloud,AWS,36,1
